Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Quantity,Sales,Discount,Profit,Region,State,City,Payment_Mode,Shipping_Mode
ORD-017669,2023-11-02 00:00:00,CUST-02382,Sergio Carroll,PROD-00275,Fitness Me Pro,Sports,Fitness,3,9534.02,0.25,-253.43,East,Bihar,Bhagalpur,Wallet,Economy
ORD-012509,2022-06-07 00:00:00,CUST-00067,Tracy House,PROD-00013,Mobiles Instead Pro,Electronics,Mobiles,1,45178.1,0.1,5541.87,South,Telangana,Nizamabad,upi,Standard
ORD-001276,2022-07-27 00:00:00,CUST-03061,Michael Brooks,PROD-00229,Appliances Fire Pro,Home & Kitchen,Appliances,4,40841.41,0.05,1980.32,South,Telangana,Nizamabad,Debit Card,Standard
ORD-015484,2022-12-08 00:00:00,CUST-03158,Sarah Wheeler,PROD-00248,Storage Idea Plus,Home & Kitchen,Storage,1,11032.54,0.05,1750.55, East ,Odisha,Rourkela,Debit Card,Standard
ORD-017782,2023-11-09 00:00:00,CUST-01130,James Rivers,PROD-00216,Cookware Day Pro,Home & Kitchen,Cookware,2,5358.55,0.15,-243.97,North,Punjab,Chandigarh,Debit Card,Economy
ORD-004986,2022-03-18 00:00:00,CUST-00929,Lauren Green,PROD-00237,Decor Quickly Plus,Home & Kitchen,Decor,3,10970.88,0.0,1657.1,South,Tamil Nadu,Chennai,Debit Card,Standard
ORD-002216,2022-08-07 00:00:00,CUST-01213,Daniel White,PROD-00175,Binders Fact Max,Office Supplies,Binders,1,1630.67,0.0,252.4,North,Delhi,Dwarka,Credit Card,Standard
ORD-039544,28-08-2023,CUST-00769,Jason Nixon,PROD-00323,Apparel Here Max,Sports,Apparel,1,4306.82,0.2,-32.37,West,Rajasthan,Udaipur,Wallet,Standard
ORD-039289,2022-04-17 00:00:00,CUST-03782,Pamela Smith,PROD-00036,Cameras Modern Elite,Electronics,Cameras,3,117098.98,0.2,-6267.94,West,Gujarat,Surat,UPI,Express
ORD-002010,2022-09-27 00:00:00,CUST-02457,John Alvarado,PROD-00309,Team Sports Model Plus,Sports,Team Sports,4,25691.72,0.0,4264.35,South,Karnataka,Bengaluru,UPI,Economy
ORD-024774,2022-08-26 00:00:00,CUST-02020,Kurt Ewing,PROD-00180,Binders Star Elite,Office Supplies,Binders,1,232.16,0.4,-31.86,North,Uttar Pradesh,Noida,UPI,Standard
ORD-041162,2023-03-02 00:00:00,CUST-03756,Shannon Rodriguez,PROD-00238,Decor Sound Lite,Home & Kitchen,Decor,1,647.97,0.05,51.71,North,Delhi,Dwarka,Wallet,Same Day
ORD-012651,2022-07-23 00:00:00,CUST-03800,Richard Dawson,PROD-00046,Accessories Message Pro,Electronics,Accessories,2,48309.06,0.4,-9650.04,West,Gujarat,Vadodara,upi,Standard
ORD-018713,2022-11-15 00:00:00,CUST-02177,Abigail Booker,PROD-00324,Apparel Heavy Lite,Sports,Apparel,2,4665.43,0.05,718.09,East,West Bengal,Siliguri,Cash on Delivery,Standard
ORD-018306,2022-10-23 00:00:00,CUST-03999,Joshua Leonard,PROD-00277,Fitness Change Elite,Sports,Fitness,3,13538.43,0.3,-1075.71,West,Gujarat,Ahmedabad,Credit Card,Standard
ORD-040973,2023-08-07 00:00:00,CUST-00391,Thomas Atkins,PROD-00209,Labels Point Lite,Office Supplies,Labels,1,53.04,0.15,1.1,West,Maharashtra,Mumbai,,Same Day
ORD-012515,2022-01-05 00:00:00,CUST-02767,Jessica Romero,PROD-00247,Storage Process Pro,Home & Kitchen,Storage,1,5366.94,0.0,647.63,West,Rajasthan,Jaipur,Credit Card,Standard
ORD-014934,2022-01-02 00:00:00,CUST-01034,Debra Butler,PROD-00139,Footwear Poor Lite,Clothing,Footwear,4,6581.72,0.0,1512.85,North,Delhi,Dwarka,Cash on Delivery,Same Day
ORD-029955,2023-12-01 00:00:00,CUST-01185,Erica Wilson,PROD-00075,Tables Add Elite,Furniture,Tables,1,23837.19,0.05,918.02,North,Uttar Pradesh,Noida,UPI,Same Day
ORD-030095,2023-07-07 00:00:00,CUST-02645,Robin Smith,PROD-00089,Bookcases Next Pro,Furniture,Bookcases,5,148142.0,0.05,9124.12,North,Uttar Pradesh,Lucknow,Cash on Delivery,Express
ORD-029005,25-05-2023,CUST-03315,Melissa Santos,PROD-00129,Kids Week Classic,Clothing,Kids,1,325.72,0.0,60.42,North,Punjab,Amritsar,Credit Card,Standard
ORD-008833,2023-06-12 00:00:00,CUST-00806,Ronald Potter,PROD-00160,Paper Military Lite,Office Supplies,Paper,1,1559.01,0.15,-11.71,South,Tamil Nadu,Chennai,UPI,Standard
ORD-025486,2022-10-08 00:00:00,CUST-00513,Allison Spencer,PROD-00326,Apparel Beat Plus,Sports,Apparel,1,4187.27,0.3,-525.47,South,Karnataka,Mangaluru,Wallet,Standard
ORD-002435,2023-06-15 00:00:00,CUST-01901,Arthur Reed,PROD-00333,Apparel Offer Lite,Sports,Apparel,1,369.75,0.1,37.26,South,Telangana,Hyderabad,Credit Card,Standard
ORD-024024,2023-04-16 00:00:00,CUST-02757,Vanessa Zimmerman,PROD-00130,Kids Care Lite,Clothing,Kids,1,1751.82,0.2,62.37,North,Punjab,Ludhiana,Cash on Delivery,Standard
ORD-030876,2022-07-21 00:00:00,CUST-03759,Paul Guzman,PROD-00253,Storage Son Elite,Home & Kitchen,Storage,1,9245.87,0.1,916.18,North,Uttar Pradesh,Lucknow,Wallet,Standard
ORD-033349,2023-11-04 00:00:00,CUST-03455,Kristen Pena,PROD-00262,Lighting Policy Pro,Home & Kitchen,Lighting,4,40407.71,0.15,1514.61,West,Rajasthan,Jodhpur,Net Banking,Express
ORD-037561,2023-08-06 00:00:00,CUST-01130,James Rivers,PROD-00269,Fitness Adult Lite,Sports,Fitness,3,9204.24,0.0,2356.75,SOUTH,Tamil Nadu,Coimbatore,Wallet,Economy
ORD-031652,2022-11-06 00:00:00,CUST-00197,Daniel Salinas,PROD-00181,Binders Artist Elite,Office Supplies,Binders,1,885.61,0.0,156.51,South,Telangana,Hyderabad,Credit Card,Economy
ORD-010135,2023-04-06 00:00:00,CUST-00770,Todd Thomas,PROD-00214,Cookware Simply Pro,Home & Kitchen,Cookware,4,12006.08,0.0,1621.69,West,Rajasthan,Jodhpur,Credit Card,Standard
ORD-018153,2022-05-07 00:00:00,CUST-03548,Bonnie Barnes,PROD-00324,Apparel Heavy Lite,Sports,Apparel,3,6629.82,,596.23,East,Bihar,Patna,Cash on Delivery,Economy
ORD-040352,2023-04-06 00:00:00,CUST-00886,Kenneth Sharp,PROD-00110,Men Rise Max,Clothing,Men,1,555.59,0.05,101.8,East,Odisha,Rourkela,Wallet,Standard
ORD-040404,2022-12-24 00:00:00,CUST-00056,Michael Lewis,PROD-00318,Cycling Yard Lite,Sports,Cycling,5,8171.85,0.0,1442.93,South,Karnataka,Mangaluru,Credit Card,Standard
ORD-032298,2023/09/11,CUST-01273,Reginald Diaz,PROD-00047,Accessories Policy Plus,Electronics,Accessories,3,47364.24,0.2,-3199.3,North,Punjab,Chandigarh,Net Banking,Express
ORD-035365,2023-10-07 00:00:00,CUST-00198,Spencer Haynes,PROD-00212,Cookware Similar Max,Home & Kitchen,Cookware,3,20222.35,0.2,287.06,North,Delhi,New Delhi,Cash on Delivery,Express
ORD-034977,2022-09-28 00:00:00,CUST-03369,Jessica Adams,PROD-00293,Outdoor Soon Classic,Sports,Outdoor,2,12604.64,0.05,1979.34,East,West Bengal,Siliguri,Wallet,Standard
ORD-015972,10/27/2023,CUST-00841,Casey Perez,PROD-00249,Storage One Max,Home & Kitchen,Storage,1,11577.99,0.0,2238.91,East,Odisha,Bhubaneswar,Credit Card,Standard
ORD-039399,2022-08-10 00:00:00,CUST-03756,Shannon Rodriguez,PROD-00007,Mobiles Story Lite,Electronics,Mobiles,2,8816.2,0.1,517.09,East,Odisha,Cuttack,Credit Card,Express
ORD-040955,2022-09-04 00:00:00,CUST-03494,Jeffrey Stanton,PROD-00323,Apparel Here Max,Sports,Apparel,2,10767.04,0.0,1697.16,North,Delhi,Dwarka,UPI,Economy
ORD-026451,2023-03-02 00:00:00,CUST-02464,Scott Foster,PROD-00063,Chairs Me Classic,Furniture,Chairs,5,102239.65,0.3,-18562.92,West,Maharashtra,Nagpur,UPI,Standard
ORD-038599,2022-05-26 00:00:00,CUST-03471,Allison Hill,PROD-00180,Binders Star Elite,Office Supplies,Binders,1,367.58,0.05,37.3,East,Bihar,Patna,UPI,Express
ORD-041517,2022-06-11 00:00:00,CUST-00751,Krista Benton,PROD-00049,Accessories Money Plus,Electronics,Accessories,4,93751.14,0.3,-13252.74,North,Punjab,Chandigarh,Wallet,Express
ORD-041753,2023-07-25 00:00:00,CUST-00061,Victoria Garcia,PROD-00136,Kids Drop Max,Clothing,Kids,5,5983.4,0.2,274.22,South,Karnataka,Mangaluru,UPI,Economy
ORD-020072,2023-04-19 00:00:00,CUST-00354,Michael Farrell,PROD-00169,Binders Listen Elite,Office Supplies,Binders,2,254.83,0.15,15.3,South,Telangana,Hyderabad,Debit Card,Economy
ORD-037863,13-10-2022,CUST-03174,Tracie Wiley,PROD-00292,Outdoor Think Elite,Sports,Outdoor,1,587.58,0.0,86.94,East,Odisha,Bhubaneswar,Net Banking,Standard
ORD-017767,2022-04-09 00:00:00,CUST-03261,Kevin Soto,PROD-00064,Chairs Political Max,Furniture,Chairs,3,35797.3,0.1,167.4,West,Rajasthan,Jaipur,Net Banking,Standard
ORD-039984,2023-09-06 00:00:00,CUST-01130,James Rivers,PROD-00211,Labels Find Plus,Office Supplies,Labels,4,5577.6,0.0,999.03,South,Tamil Nadu,Madurai,UPI,Same Day
ORD-037927,2023-05-19 00:00:00,CUST-01031,Douglas Vasquez,PROD-00076,Tables Foot Elite,Furniture,Tables,3,77521.32,0.0,7076.88,North,Punjab,Amritsar,Cash on Delivery,Express
ORD-025584,2023-02-20 00:00:00,CUST-00466,Jeffrey Mendez,PROD-00091,Storage Growth Classic,Furniture,Storage,1,4718.06,0.1,96.76,South,Karnataka,Mangaluru,UPI,Standard
ORD-004171,2022-03-02 00:00:00,CUST-03691,Brenda Harvey,PROD-00300,Team Sports Outside Pro,Sports,Team Sports,3,2584.39,0.1,180.48,North,Delhi,Dwarka,UPI,Express
ORD-041848,2023-03-18 00:00:00,CUST-03841,William Marsh,PROD-00231,Appliances Democratic Pro,Home & Kitchen,Appliances,1,9619.81,0.0,1222.07,West,Gujarat,Ahmedabad,Net Banking,Standard
ORD-025872,2023-10-21 00:00:00,CUST-01658,Michael Marsh,PROD-00245,Decor Choose Max,Home & Kitchen,Decor,4,2085.48,0.1,186.94,East,Odisha,Bhubaneswar,Wallet,Express
ORD-021340,2023-01-05 00:00:00,CUST-01645,Ryan Marsh,PROD-00296,Team Sports Fear Pro,Sports,Team Sports,1,4105.21,0.05,585.12,South,Tamil Nadu,Chennai,UPI,Express
ORD-041519,2022-11-23 00:00:00,CUST-02010,Garrett Wilson,PROD-00093,Storage Hour Pro,Furniture,Storage,2,45754.7,0.15,-482.31,East,Odisha,Rourkela,Credit Card,Express
ORD-011332,2022-06-03 00:00:00,CUST-03910,Thomas Austin,PROD-00248,Storage Idea Plus,Home & Kitchen,Storage,3,34839.6,0.0,6186.21,South,Telangana,Hyderabad,Net Banking,Standard
ORD-028915,2022-06-03 00:00:00,CUST-02759,William Lindsey,PROD-00103,Furnishings Likely Plus,Furniture,Furnishings,2,18920.37,0.2,-2069.82,East,West Bengal,Howrah,Credit Card,Economy
ORD-022680,2023-04-25 00:00:00,CUST-00337,Daniel Kane,PROD-00194,Supplies Step Max,Office Supplies,Supplies,1,1360.94,0.15,107.87,West,Rajasthan,Jaipur,Credit Card,Express
ORD-026596,2023-12-28 00:00:00,CUST-00915,Dale Chan,PROD-00090,Storage Father Lite,Furniture,Storage,1,16302.82,0.05,1367.15,West,Rajasthan,Udaipur,Cash on Delivery,Standard
ORD-040038,2023-08-20 00:00:00,CUST-01790,Steven Carrillo,PROD-00152,Winterwear Beyond Max,Clothing,Winterwear,2,2372.76,0.0,419.45,South,Karnataka,Mangaluru,Net Banking,Express
ORD-002947,2023-02-07 00:00:00,CUST-01132,Mariah Robles,PROD-00237,Decor Quickly Plus,Home & Kitchen,Decor,2,6216.83,0.15,76.51,East,Bihar,Patna,Cash on Delivery,Express
ORD-005552,2022-07-01 00:00:00,CUST-01578,Timothy Shannon,PROD-00004,Mobiles Ago Elite,Electronics,Mobiles,1,25565.06,0.3,-3443.58,West,Rajasthan,Jaipur,Debit Card,Same Day
ORD-002639,2023-08-23 00:00:00,CUST-02370,Mariah Jones,PROD-00006,Mobiles Chair Lite,Electronics,Mobiles,3,28689.34,0.1,2862.48,North,Uttar Pradesh,Noida,Debit Card,Standard
ORD-028860,2023-03-08 00:00:00,CUST-02146,Anthony Cook,PROD-00015,Laptops Address Lite,Electronics,Laptops,1,11529.92,0.05,1476.86,South,Telangana,Nizamabad,Cash on Delivery,Standard
ORD-031518,2023-01-27 00:00:00,CUST-04137,Bridget Wallace,PROD-00334,Apparel Assume Classic,Sports,Apparel,1,1014.7,0.15,104.31,East,Bihar,Bhagalpur,UPI,Express
ORD-012180,2023-08-10 00:00:00,CUST-03117,Joe Martinez,PROD-00216,Cookware Day Pro,Home & Kitchen,Cookware,2,5673.76,0.1,524.66,East,West Bengal,Howrah,UPI,Standard
ORD-003883,2023-12-15 00:00:00,CUST-01620,Stephen Young,PROD-00250,Storage Close Elite,Home & Kitchen,Storage,2,17501.35,0.15,524.03,East,Odisha,Rourkela,Wallet,Standard
ORD-012067,2023-10-27 00:00:00,CUST-03170,Selena Hopkins,PROD-00279,Fitness Theory Lite,Sports,Fitness,4,18256.45,0.2,155.34,South,Telangana,Nizamabad,Cash on Delivery,Standard
ORD-011294,2023-10-05 00:00:00,CUST-02967,Candice Ramirez,PROD-00002,Mobiles Image Pro,Electronics,Mobiles,4,182773.73,0.2,-3394.51,North,Uttar Pradesh,Lucknow,Cash on Delivery,Standard
ORD-032791,2022-07-15 00:00:00,CUST-00678,Joseph Howard,PROD-00026,Headphones Director Lite,Electronics,Headphones,2,94865.58,0.0,10823.51,East,West Bengal,Howrah,Credit Card,Express
ORD-014593,2023-01-23 00:00:00,CUST-03904,Brittany Dunlap,PROD-00305,Team Sports Several Pro,Sports,Team Sports,1,5301.81,0.1,999.42,North,Delhi,Rohini,Cash on Delivery,Standard
ORD-027822,2023-10-14 00:00:00,CUST-01758,Kevin Hernandez,PROD-00146,Footwear Many Lite,Clothing,Footwear,4,1571.33,0.1,104.31,West,Gujarat,Vadodara,Cash on Delivery,Express
ORD-034509,2023-11-01 00:00:00,CUST-01990,Rachel Jones,PROD-00125,Women Student Classic,Clothing,Women,2,1715.04,0.25,-27.6,East,Bihar,Patna,Net Banking,Standard
ORD-026653,23-06-2023,CUST-01970,Thomas Kelly,PROD-00104,Furnishings Hope Classic,Furniture,Furnishings,1,14711.75,0.2,-1448.16,North,Punjab,Ludhiana,UPI,Standard
ORD-040911,2022-06-07 00:00:00,CUST-03841,William Marsh,PROD-00286,Outdoor Race Plus,Sports,Outdoor,2,922.82,0.2,-43.1,South,Telangana,Hyderabad,Credit Card,Standard
ORD-003581,2022-08-20 00:00:00,CUST-00201,Melissa Brewer,PROD-00112,Men Where Classic,Clothing,Men,1,851.69,0.05,136.64,South,Tamil Nadu,Chennai,Net Banking,Standard
ORD-032623,2022-12-16 00:00:00,CUST-02671,Tiffany Ray,PROD-00029,Headphones Include Max,Electronics,Headphones,2,57850.0,,258.17,West,Maharashtra,Mumbai,Net Banking,Express
ORD-028749,2022-03-09 00:00:00,CUST-01154,Matthew Garcia MD,PROD-00118,Women Week Plus,Clothing,Women,1,990.31,0.0,173.68,West,Gujarat,Surat,Credit Card,Express
ORD-028867,2023-03-15 00:00:00,CUST-00280,Nathan Malone,PROD-00037,Cameras Including Plus,Electronics,Cameras,1,17387.92,0.1,1251.57,West,Rajasthan,Jaipur,Cash on Delivery,Standard
ORD-009094,2023-03-12 00:00:00,CUST-03380,Brad Fisher,PROD-00102,Furnishings Affect Plus,Furniture,Furnishings,3,68132.01,0.0,5935.1,North,Punjab,Amritsar,UPI,Standard
ORD-010241,2022-05-26 00:00:00,CUST-01212,Heather Bowers,PROD-00101,Furnishings At Elite,Furniture,Furnishings,1,1357.39,0.4,-475.94,South,Tamil Nadu,Madurai,Net Banking,Express
ORD-026384,2023-02-21 00:00:00,CUST-03247,Hannah Williamson,PROD-00191,Art Meeting Plus,Office Supplies,Art,1,264.2,0.05,28.86,South,Tamil Nadu,Chennai,Debit Card,Standard
ORD-018970,2022-11-25 00:00:00,CUST-01854,Robert Chang,PROD-00252,Storage Life Classic,Home & Kitchen,Storage,3,14601.39,0.0,1949.59,West,Gujarat,Surat,UPI,Express
ORD-012358,2022-03-05 00:00:00,CUST-03922,Patrick Gibson,PROD-00227,Appliances Tonight Pro,Home & Kitchen,Appliances,1,10518.23,0.1,1122.68,South,Tamil Nadu,Coimbatore,Cash on Delivery,Standard
ORD-000987,2023-03-21 00:00:00,CUST-00720,Jeffrey Roberson,PROD-00139,Footwear Poor Lite,Clothing,Footwear,1,1480.89,0.1,254.4,East,Odisha,Bhubaneswar,Wallet,Standard
ORD-025425,06/25/2023,CUST-00111,Richard Rodriguez,PROD-00103,Furnishings Likely Plus,Furniture,Furnishings,1,11825.23,0.0,1473.08,WEST,Rajasthan,Udaipur,Debit Card,Express
ORD-016294,2022-04-11 00:00:00,CUST-03857,Jonathan Torres,PROD-00325,Apparel Ground Elite,Sports,Apparel,3,19513.77,0.15,1054.65,South,Tamil Nadu,Madurai,Debit Card,Same Day
ORD-000123,2023-03-16 00:00:00,CUST-03881,Robert Martin,PROD-00066,Chairs Chance Plus,Furniture,Chairs,1,16611.66,0.15,-1406.79,East,Bihar,Gaya,Debit Card,Express
ORD-013498,2022-12-05 00:00:00,CUST-01757,Alexis Rodriguez,PROD-00160,Paper Military Lite,Office Supplies,Paper,3,4677.03,0.15,226.14,South,Tamil Nadu,Madurai,UPI,Standard
ORD-026153,2023-03-27 00:00:00,CUST-02848,Joy Zimmerman,PROD-00038,Cameras Cold Plus,Electronics,Cameras,3,15149.02,0.3,-2281.37,South,Telangana,Hyderabad,UPI,Standard
ORD-013463,2023-06-28 00:00:00,CUST-00818,Beth Cline,PROD-00123,Women Grow Elite,Clothing,Women,1,1476.61,0.0,338.4,East,West Bengal,Siliguri,Wallet,Express
ORD-003209,2023-01-27 00:00:00,CUST-01420,Kimberly Nelson,PROD-00273,Fitness General Elite,Sports,Fitness,1,5581.17,0.2,-4.26,East,West Bengal,Howrah,Debit Card,Express
ORD-008822,2023-04-26 00:00:00,CUST-02096,Jessica King,PROD-00292,Outdoor Think Elite,Sports,Outdoor,3,1762.74,0.0,254.34,East,Bihar,Patna,Wallet,Express
ORD-038895,2023-12-11 00:00:00,CUST-01866,Michael Brown,PROD-00295,Outdoor Quickly Lite,Sports,Outdoor,1,1150.53,0.1,61.16,West,Maharashtra,Pune,Net Banking,Standard
ORD-024093,2023-01-20 00:00:00,CUST-00535,Anthony Gonzales,PROD-00132,Kids Station Max,Clothing,Kids,1,1009.62,0.1,118.49,North,Uttar Pradesh,Kanpur,Debit Card,Express
ORD-002075,2023-03-01 00:00:00,CUST-03844,Scott Gomez,PROD-00239,Decor Know Max,Home & Kitchen,Decor,3,16563.71,0.3,-1998.28,East,Odisha,Bhubaneswar,Net Banking,Standard
ORD-007965,2023-09-25 00:00:00,CUST-02768,Karen Robertson,PROD-00041,Cameras Too Max,Electronics,Cameras,5,34556.96,0.2,-1743.67,East,Bihar,Patna,Debit Card,Standard
ORD-019669,2022-10-09 00:00:00,CUST-03481,Anna Jackson,PROD-00056,Chairs Reduce Elite,Furniture,Chairs,2,51774.96,0.2,-3284.46,East,West Bengal,Howrah,Net Banking,Economy
ORD-011421,2022-06-13 00:00:00,CUST-01744,Ann Kennedy,PROD-00218,Cookware Successful Pro,Home & Kitchen,Cookware,1,7700.4,0.15,-154.62,South,Tamil Nadu,Madurai,UPI,Express
ORD-040748,2022-12-13 00:00:00,CUST-01599,Eddie Sanders,PROD-00208,Labels Picture Pro,Office Supplies,Labels,2,2680.93,0.2,-29.52,South,Karnataka,Bengaluru,Debit Card,Express
ORD-035755,2022-10-10 00:00:00,CUST-03664,Leah Walters,PROD-00308,Team Sports Cause Elite,Sports,Team Sports,4,10589.69,0.05,1306.22,North,Delhi,New Delhi,UPI,Economy
ORD-002500,2023-02-16 00:00:00,CUST-01091,Vincent Reyes,PROD-00081,Tables Foreign Pro,Furniture,Tables,1,30372.9,0.0,2778.08,South,Telangana,Nizamabad,UPI,Standard
ORD-029381,2022-08-01 00:00:00,CUST-02666,Jane May,PROD-00220,Cookware Fear Plus,Home & Kitchen,Cookware,2,20501.98,0.0,4055.42,West,Rajasthan,Udaipur,Credit Card,Same Day
ORD-018139,2022-02-10 00:00:00,CUST-00523,Hannah Everett,PROD-00223,Cookware However Lite,Home & Kitchen,Cookware,1,1486.63,0.0,147.38,South,Tamil Nadu,,Net Banking,Standard
ORD-010596,2022-05-05 00:00:00,CUST-03087,Matthew Watson,PROD-00195,Supplies Explain Classic,Office Supplies,Supplies,1,748.53,0.15,39.67,South,Tamil Nadu,Madurai,Net Banking,Standard
ORD-033524,2023-07-06 00:00:00,CUST-00344,Nichole Alvarez,PROD-00026,Headphones Director Lite,Electronics,Headphones,2,90122.3,0.05,7894.27,West,Gujarat,Ahmedabad,Debit Card,Express
ORD-037508,2023-06-22 00:00:00,CUST-03947,Paula Caldwell,PROD-00032,Headphones Experience Pro,Electronics,Headphones,5,48771.56,0.15,209.17,East,West Bengal,Howrah,Debit Card,Standard
ORD-026229,09/06/2023,CUST-00837,Danielle Watson,PROD-00028,Headphones Admit Classic,Electronics,Headphones,2,56848.88,0.1,3915.9,North,Punjab,Amritsar,Debit Card,Same Day
ORD-013121,2022-01-02 00:00:00,CUST-01540,James Todd,PROD-00025,Headphones Create Lite,Electronics,Headphones,1,25362.08,0.1,1419.85,North,Delhi,New Delhi,Wallet,Express
ORD-000940,2023-11-11 00:00:00,CUST-00710,Sean Clay,PROD-00042,Cameras Often Elite,Electronics,Cameras,4,85309.98,0.3,-9247.0,East,Bihar,Bhagalpur,Cash on Delivery,Economy
ORD-026245,2023-09-14 00:00:00,CUST-00465,Jose Allen,PROD-00314,Cycling Civil Plus,Sports,Cycling,5,32777.66,0.15,1030.03,West,Gujarat,Ahmedabad,UPI,Same Day
ORD-019846,05-12-2023,CUST-02137,Donna Snyder,PROD-00204,Labels Talk Pro,Office Supplies,Labels,1,2026.31,0.1,182.15,North,Uttar Pradesh,Noida,Cash on Delivery,Express
ORD-027988,2022-02-11 00:00:00,CUST-03793,Thomas Rodriguez,PROD-00143,Footwear Enjoy Pro,Clothing,Footwear,3,6098.49,0.05,851.46,West,Gujarat,Ahmedabad,UPI,Standard
ORD-035557,2023-09-28 00:00:00,CUST-01317,Robert Clarke,PROD-00084,Bookcases Laugh Classic,Furniture,Bookcases,1,2678.62,0.2,-216.44,South,Karnataka,Mangaluru,Debit Card,Standard
ORD-023013,2023-09-08 00:00:00,CUST-00699,Renee Browning,PROD-00176,Binders Seek Elite,Office Supplies,Binders,1,405.62,0.15,53.19,East,Bihar,Patna,Debit Card,Economy
ORD-014737,2022-11-19 00:00:00,CUST-00234,Laura Roberts,PROD-00088,Bookcases Carry Classic,Furniture,Bookcases,1,21611.97,0.05,698.22,South,Telangana,Warangal,Credit Card,Express
ORD-005049,2022-09-08 00:00:00,CUST-00197,Daniel Salinas,PROD-00154,Winterwear Social Pro,Clothing,Winterwear,4,7177.33,0.15,607.03,South,Karnataka,Mysuru,Credit Card,Standard
ORD-001995,2023-01-02 00:00:00,CUST-03110,Michael Graham,PROD-00274,Fitness Old Plus,Sports,Fitness,3,19796.26,0.1,2884.68,North,Delhi,Dwarka,Debit Card,Standard
ORD-033591,2023-10-17 00:00:00,CUST-00457,Dustin Gallegos,PROD-00018,Laptops Television Plus,Electronics,Laptops,1,30588.34,0.05,2318.38,South,Tamil Nadu,Madurai,Credit Card,Standard
ORD-014807,2022-12-14 00:00:00,CUST-00198,Spencer Haynes,PROD-00276,Fitness Home Plus,Sports,Fitness,3,10612.28,0.15,636.61,North,Punjab,Amritsar,UPI,Standard
ORD-033641,2023-10-03 00:00:00,CUST-03073,Patrick Simpson,PROD-00200,Supplies Use Max,Office Supplies,Supplies,3,4705.68,0.2,86.94,East,Odisha,Rourkela,Cash on Delivery,Standard
ORD-018893,2023-09-26 00:00:00,CUST-02583,Cynthia Miller,PROD-00072,Tables Direction Elite,Furniture,Tables,2,15833.18,0.0,1875.2,North,Punjab,Ludhiana,UPI,Standard
ORD-019045,2023-09-26 00:00:00,CUST-02981,Brandon Owens,PROD-00202,Labels Decision Pro,Office Supplies,Labels,3,653.16,0.15,38.48,East,West Bengal,Siliguri,Debit Card,Standard
ORD-000213,2023-10-07 00:00:00,CUST-03147,Darrell Oliver,PROD-00091,Storage Growth Classic,Furniture,Storage,3,13367.84,0.15,-489.94,North,Punjab,Amritsar,UPI,Standard
ORD-007590,2022-02-11 00:00:00,CUST-03109,Adam Garcia,PROD-00027,Headphones Beyond Elite,Electronics,Headphones,2,23725.66,0.1,816.38,North,Uttar Pradesh,Noida,Cash on Delivery,Standard
ORD-001663,2023-02-06 00:00:00,CUST-02762,Scott Meza,PROD-00232,Appliances Charge Lite,Home & Kitchen,Appliances,1,5296.0,,17.54,East,West Bengal,Siliguri,UPI,Standard
ORD-009686,2022-06-09 00:00:00,CUST-02796,Patrick Santana,PROD-00130,Kids Care Lite,Clothing,Kids,1,2189.77,0.0,424.58,North,Delhi,New Delhi,UPI,Economy
ORD-029500,2022/05/14,CUST-02347,Victor Leonard,PROD-00019,Laptops Recently Classic,Electronics,Laptops,3,80306.34,0.0,11445.84,North,Delhi,Rohini,Credit Card,Standard
ORD-016919,2022-12-18 00:00:00,CUST-00720,Jeffrey Roberson,PROD-00252,Storage Life Classic,Home & Kitchen,Storage,1,4380.42,0.1,525.9,East,West Bengal,Kolkata,UPI,Standard
ORD-003494,2022-08-07 00:00:00,CUST-00109,Evelyn Galvan,PROD-00297,Team Sports Game Plus,Sports,Team Sports,3,18686.85,0.0,4147.64,West,Rajasthan,Jaipur,UPI,Standard
ORD-035944,2022-07-08 00:00:00,CUST-01193,Paul Johnson,PROD-00244,Decor Where Max,Home & Kitchen,Decor,5,16428.44,0.3,-1538.73,North,Uttar Pradesh,Lucknow,Cash on Delivery,Economy
ORD-025066,2022-03-10 00:00:00,CUST-01750,Donna Johnson,PROD-00313,Cycling Challenge Max,Sports,Cycling,4,1584.64,0.2,29.98,South,Telangana,Hyderabad,Debit Card,Standard
ORD-004037,2022-01-18 00:00:00,CUST-03397,Jeffrey Romero,PROD-00199,Supplies Point Classic,Office Supplies,Supplies,1,2223.36,0.0,306.08,West,Rajasthan,Udaipur,Credit Card,Standard
ORD-028114,2023-05-11 00:00:00,CUST-02629,Donald Peterson,PROD-00166,Paper Should Plus,Office Supplies,Paper,2,4192.98,0.0,643.85,East,Bihar,Patna,UPI,Standard
ORD-032034,2023-07-20 00:00:00,CUST-00174,Matthew Harrington,PROD-00060,Chairs Audience Lite,Furniture,Chairs,1,12196.17,0.0,1199.17,South,Tamil Nadu,Madurai,Cash on Delivery,Economy
ORD-006997,2022-11-16 00:00:00,CUST-00337,Daniel Kane,PROD-00072,Tables Direction Elite,Furniture,Tables,5,39582.95,0.0,2021.4,West,Gujarat,Surat,Cash on Delivery,Standard
