Customer_ID,Customer_Name,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Segment
CUST-00962,Sylvia Schroeder,491,1,1641.75,1,1,1,111,3,Lost Customers
CUST-00964,Tom Foster,11,12,154400.05,5,4,4,544,13,Champions
CUST-00965,Eric Taylor,71,11,348767.28,3,4,5,345,12,Loyal Customers
CUST-00967,Marie Thompson,50,17,295212.17,3,5,5,355,13,Loyal Customers
CUST-00968,Melissa Mcfarland,476,3,14853.49,1,2,1,121,4,Lost Customers
CUST-00969,Courtney Chapman,35,7,245713.05,4,3,4,434,11,Loyal Customers
CUST-00970,Eric Barker,199,8,93456.66,2,4,3,243,9,At Risk
CUST-00971,Nicholas Rush,33,22,445941.92,4,5,5,455,14,Champions
CUST-00972,Jenna Gamble,145,11,408686.84382431477,2,4,5,245,11,At Risk
CUST-00973,Amanda Guzman,88,11,393742.74,3,4,5,345,12,Loyal Customers
CUST-00974,Tracy Walker,688,1,11104.54,1,1,1,111,3,Lost Customers
CUST-00975,Taylor Taylor,13,12,198763.8,5,4,4,544,13,Champions
CUST-00977,Stephen Davis,16,24,260079.74,5,5,5,555,15,Champions
CUST-00978,Margaret Tanner,103,3,70451.6,2,2,3,223,7,Needs Attention
CUST-00979,Derek Wright,31,11,274718.02,4,4,5,445,13,Champions
CUST-00980,David Rodriguez,68,7,101415.08,3,3,3,333,9,Loyal Customers
CUST-00981,James Oconnor,8,8,243277.09999999998,5,4,4,544,13,Champions
CUST-00982,Stacey Snyder,132,6,165230.87,2,3,4,234,9,At Risk
CUST-00983,Joshua Garcia,65,6,94887.79000000001,3,3,3,333,9,Loyal Customers
CUST-00984,Sean Curtis,44,1,10733.83,4,1,1,411,6,New Customers
CUST-00986,Elizabeth Flores,49,6,154359.63,3,3,4,334,10,Loyal Customers
CUST-00987,Angela Jackson,68,2,60833.92999999999,3,1,3,313,7,Potential Loyalists
CUST-00988,Nicholas Payne,26,21,395698.64,4,5,5,455,14,Champions
CUST-00989,Anna Wheeler,139,2,7499.21,2,1,1,211,4,Lost Customers
CUST-00990,Karen Johnson,15,54,926992.49,5,5,5,555,15,Champions
CUST-00992,Brian Harris,67,2,99211.36,3,1,3,313,7,Potential Loyalists
CUST-00993,Michael Bowen,63,15,223535.93,3,5,4,354,12,Loyal Customers
CUST-00994,Deborah Campbell,58,10,38658.7,3,4,2,342,9,Needs Attention
CUST-00995,Anthony Armstrong,54,5,5602.0,3,3,1,331,7,Needs Attention
CUST-00996,Brittany Ward,110,8,147574.47,2,4,4,244,10,At Risk
CUST-00997,Edward Stanley,86,9,102297.64,3,4,3,343,10,Loyal Customers
CUST-00998,Christina Johnson,247,2,12120.800000000001,1,1,1,111,3,Lost Customers
CUST-00999,Edgar Miller,1,150,2758962.29,5,5,5,555,15,Champions
CUST-01000,Elizabeth Sanders,75,40,525796.43,3,5,5,355,13,Loyal Customers
CUST-01001,Matthew Davis MD,250,2,2445.6699999999996,1,1,1,111,3,Lost Customers
CUST-01002,Stephen Wood,15,1,10518.23,5,1,1,511,7,New Customers
CUST-01003,Dennis Marshall,38,12,166792.93,4,4,4,444,12,Champions
CUST-01006,Unknown Customer,289,3,34151.08,1,2,2,122,5,Lost Customers
CUST-01007,Kristen Randall,77,5,200899.24999999997,3,3,4,334,10,Loyal Customers
CUST-01008,Jennifer Nichols,56,18,391541.75,3,5,5,355,13,Loyal Customers
CUST-01009,Karen Keith,96,7,293253.41000000003,3,3,5,335,11,Loyal Customers
CUST-01010,Blake Orr,47,14,378040.49,4,5,5,455,14,Champions
CUST-01011,Kathryn Lester,115,8,56175.84,2,4,2,242,8,Needs Attention
CUST-01012,Megan Oliver,217,2,16134.67,2,1,1,211,4,Lost Customers
CUST-01013,Peter Thompson,80,8,176089.91,3,4,4,344,11,Loyal Customers
CUST-01014,Dr. Rhonda Martinez,12,61,613879.39,5,5,5,555,15,Champions
CUST-01016,Lori Flowers MD,49,27,381831.62,3,5,5,355,13,Loyal Customers
CUST-01017,Suzanne Jones,71,9,160107.54,3,4,4,344,11,Loyal Customers
CUST-01018,James Nguyen,115,6,152264.97999999998,2,3,4,234,9,At Risk
CUST-01019,Jimmy Marks,31,12,236865.06,4,4,4,444,12,Champions
CUST-01020,Lisa Mills,57,5,81505.45999999999,3,3,3,333,9,Loyal Customers
CUST-01021,Jason Hernandez,7,17,395289.39,5,5,5,555,15,Champions
CUST-01022,Olivia Ayers,4,26,613405.95,5,5,5,555,15,Champions
CUST-01023,Kristine Garcia,71,4,38632.71,3,2,2,322,7,Needs Attention
CUST-01024,Joseph Cooper,573,2,10212.68,1,1,1,111,3,Lost Customers
CUST-01025,James Washington,108,5,77281.46,2,3,3,233,8,At Risk
CUST-01026,Amanda Hill,14,27,728102.43,5,5,5,555,15,Champions
CUST-01027,Lee Steele,50,1,14866.02,3,1,1,311,5,Needs Attention
CUST-01028,Steve Rivera,52,6,50813.159999999996,3,3,2,332,8,Needs Attention
CUST-01029,Patrick Mccall,137,7,61879.52,2,3,3,233,8,At Risk
CUST-01030,Alicia Roth,101,11,226296.1,2,4,4,244,10,At Risk
CUST-01031,Douglas Vasquez,224,2,92387.34000000001,2,1,3,213,6,Needs Attention
CUST-01032,Annette Melton,80,8,88759.42,3,4,3,343,10,Loyal Customers
CUST-01033,William Ramos,15,24,627841.97,5,5,5,555,15,Champions
CUST-01034,Debra Butler,464,2,34619.38,1,1,2,112,4,Lost Customers
CUST-01035,Chelsea Lewis,659,1,2219.53,1,1,1,111,3,Lost Customers
CUST-01036,Natalie Malone,8,60,1230357.33,5,5,5,555,15,Champions
CUST-01037,Samantha Robertson,277,1,2920.28,1,1,1,111,3,Lost Customers
CUST-01038,Eric Hunter,37,18,113262.49,4,5,3,453,12,Loyal Customers
CUST-01039,Samuel Suarez,146,4,56537.770000000004,2,2,2,222,6,Lost Customers
CUST-01040,Corey Whitaker,603,1,6537.87,1,1,1,111,3,Lost Customers
CUST-01041,Danielle Bryant,165,18,103688.26,2,5,3,253,10,At Risk
CUST-01042,Michele Hill,150,5,46602.479999999996,2,3,2,232,7,Needs Attention
CUST-01043,Kathy Reid,205,6,114700.6,2,3,3,233,8,At Risk
CUST-01044,Andre Watson,88,4,37925.59,3,2,2,322,7,Needs Attention
CUST-01045,Cassandra Harrell,384,3,66552.95999999999,1,2,3,123,6,Needs Attention
CUST-01046,Hannah Martin,313,3,25934.18,1,2,2,122,5,Lost Customers
CUST-01047,Nicole Barker,85,6,64594.920000000006,3,3,3,333,9,Loyal Customers
CUST-01048,James Martin,2,48,970028.51,5,5,5,555,15,Champions
CUST-01049,Traci Vincent,198,1,23442.18,2,1,2,212,5,Lost Customers
CUST-01050,Megan Adams,51,9,369264.8,3,4,5,345,12,Loyal Customers
CUST-01051,Alejandro Deleon,53,4,24909.93,3,2,2,322,7,Needs Attention
CUST-01052,Alexa Buck,1,14,334007.88,5,5,5,555,15,Champions
CUST-01053,Lindsay Smith,389,1,6403.97,1,1,1,111,3,Lost Customers
CUST-01054,Robert Torres,6,51,1001959.83,5,5,5,555,15,Champions
CUST-01055,Maria Coleman,2,6,215348.03,5,3,4,534,12,Loyal Customers
CUST-01056,Gregory King,352,3,238991.57,1,2,4,124,7,Needs Attention
CUST-01058,Brian Hunt,503,1,940.88,1,1,1,111,3,Lost Customers
CUST-01059,Sarah Brooks,155,4,58560.16,2,2,3,223,7,Needs Attention
CUST-01060,Lisa Evans,45,4,35049.86,4,2,2,422,8,New Customers
CUST-01061,Arthur Mcneil,33,19,268506.18,4,5,5,455,14,Champions
CUST-01062,Shannon Green,28,3,23269.56,4,2,2,422,8,New Customers
CUST-01063,Stephanie Evans,94,3,9249.369999999999,3,2,1,321,6,Needs Attention
CUST-01064,Ralph Yoder,86,5,235971.71,3,3,4,334,10,Loyal Customers
CUST-01065,Unknown Customer,38,5,61610.58,4,3,3,433,10,Loyal Customers
CUST-01067,Yolanda Green,154,2,13439.55,2,1,1,211,4,Lost Customers
CUST-01069,Laura Lee,19,9,71491.94,4,4,3,443,11,Loyal Customers
CUST-01070,Courtney Nichols,37,3,63421.05,4,2,3,423,9,New Customers
CUST-01071,Susan Powers,82,7,34073.42,3,3,2,332,8,Needs Attention
CUST-01072,Sarah Pittman,34,16,202787.04,4,5,4,454,13,Champions
CUST-01073,Catherine Davis,39,16,160681.85,4,5,4,454,13,Champions
CUST-01074,David Stokes,102,6,86859.34602341744,2,3,3,233,8,At Risk
CUST-01075,Catherine Frazier,6,19,343785.02999999997,5,5,5,555,15,Champions
CUST-01076,Brandon Kelly,397,2,23234.960000000003,1,1,2,112,4,Lost Customers
CUST-01077,Elizabeth French,502,2,4320.54,1,1,1,111,3,Lost Customers
CUST-01078,David Carter,96,4,25467.33,3,2,2,322,7,Needs Attention
CUST-01080,Terry Jones,37,7,103238.47,4,3,3,433,10,Loyal Customers
CUST-01081,Kathryn Dillon,4,29,433991.8,5,5,5,555,15,Champions
CUST-01083,Brenda Gonzalez,17,3,8196.43,5,2,1,521,8,New Customers
CUST-01084,Keith Knox,319,3,21737.59,1,2,2,122,5,Lost Customers
CUST-01085,Eugene Baldwin,18,31,796147.0,5,5,5,555,15,Champions
CUST-01086,Katherine Welch,50,4,14444.96,3,2,1,321,6,Needs Attention
CUST-01087,Mark Smith,406,4,49361.200000000004,1,2,2,122,5,Lost Customers
CUST-01088,Philip Jackson,331,1,11168.5,1,1,1,111,3,Lost Customers
CUST-01089,Katherine Gallagher,726,1,2262.31,1,1,1,111,3,Lost Customers
CUST-01090,Lucas Schultz,15,79,1572697.2846010835,5,5,5,555,15,Champions
CUST-01091,Vincent Reyes,12,39,581067.63,5,5,5,555,15,Champions
CUST-01093,Frank Whitaker,25,37,743688.22,4,5,5,455,14,Champions
CUST-01094,Michael Sims,26,5,140293.47,4,3,4,434,11,Loyal Customers
CUST-01095,Michael Cooper,20,21,596482.41,4,5,5,455,14,Champions
CUST-01096,James Chapman,234,1,4016.6,2,1,1,211,4,Lost Customers
CUST-01097,Rodney Evans,132,7,95740.09,2,3,3,233,8,At Risk
CUST-01098,Nicholas Carlson,655,2,22440.57,1,1,2,112,4,Lost Customers
CUST-01099,Stephen Cowan,204,5,187838.8,2,3,4,234,9,At Risk
CUST-01100,Steven Howard,3,4,34061.65,5,2,2,522,9,New Customers
CUST-01101,Travis Hull,187,3,30699.920000000002,2,2,2,222,6,Lost Customers
CUST-01102,Darryl Acosta,359,4,84198.32999999999,1,2,3,123,6,Needs Attention
CUST-01103,Nicholas Lawrence,77,9,126988.69,3,4,4,344,11,Loyal Customers
CUST-01105,Shawn Scott,290,7,125116.53,1,3,4,134,8,At Risk
CUST-01106,Amber Vang,11,40,613915.94,5,5,5,555,15,Champions
CUST-01107,Martha Smith,2,2,64342.810000000005,5,1,3,513,9,New Customers
CUST-01108,Jennifer James,86,9,89171.84,3,4,3,343,10,Loyal Customers
CUST-01109,Kara Hernandez,62,5,110881.02,3,3,3,333,9,Loyal Customers
CUST-01110,Lorraine Turner,11,22,510689.2,5,5,5,555,15,Champions
CUST-01111,Mary Nelson,421,2,17051.4,1,1,1,111,3,Lost Customers
CUST-01112,Breanna Rivas,96,5,53735.06,3,3,2,332,8,Needs Attention
CUST-01113,Nathan Wilson,50,10,392844.59,3,4,5,345,12,Loyal Customers
CUST-01114,Brian Gonzalez,43,32,377042.93,4,5,5,455,14,Champions
CUST-01115,Dennis Mills,2,9,126642.32,5,4,4,544,13,Champions
CUST-01116,Michael Phillips,22,5,73394.79999999999,4,3,3,433,10,Loyal Customers
CUST-01117,Jon Clark,169,7,185061.34,2,3,4,234,9,At Risk
CUST-01118,Erin Smith,36,22,242195.11,4,5,4,454,13,Champions
CUST-01119,Susan Conley,5,6,155860.46,5,3,4,534,12,Loyal Customers
CUST-01120,Brittany Davis,111,1,1521.04,2,1,1,211,4,Lost Customers
CUST-01121,Misty Garcia,54,27,490461.49,3,5,5,355,13,Loyal Customers
CUST-01122,David Hinton,409,8,126501.81999999999,1,4,4,144,9,At Risk
CUST-01123,John Garcia,31,9,72811.72,4,4,3,443,11,Loyal Customers
CUST-01124,Andrew Roberts,277,1,8347.65,1,1,1,111,3,Lost Customers
CUST-01125,Emily Rodgers,23,11,83487.37,4,4,3,443,11,Loyal Customers
CUST-01126,Peter Williams,141,3,13434.970000000001,2,2,1,221,5,Lost Customers
CUST-01127,Mary Jackson,135,11,303951.74,2,4,5,245,11,At Risk
CUST-01129,Anna Briggs,356,3,26117.550000000003,1,2,2,122,5,Lost Customers
CUST-01130,James Rivers,3,360,6136200.1,5,5,5,555,15,Champions
CUST-01131,James Jefferson,600,1,23373.84,1,1,2,112,4,Lost Customers
CUST-01132,Mariah Robles,12,59,1320074.8900000001,5,5,5,555,15,Champions
CUST-01133,Michael Brown,207,4,23481.29,2,2,2,222,6,Lost Customers
CUST-01134,Caitlin Perry,88,21,582153.96,3,5,5,355,13,Loyal Customers
CUST-01135,Rebekah Gregory,232,5,98313.33,2,3,3,233,8,At Risk
CUST-01136,James Howard,71,8,54595.58,3,4,2,342,9,Needs Attention
CUST-01137,Michael Roberson,18,17,253863.16999999998,5,5,5,555,15,Champions
CUST-01138,Bianca Knapp,33,17,348689.72,4,5,5,455,14,Champions
CUST-01139,Jason Williams,163,2,71661.94,2,1,3,213,6,Needs Attention
CUST-01140,Ernest Bush,127,4,127312.18,2,2,4,224,8,Needs Attention
CUST-01141,Patricia Ray,26,10,94685.12,4,4,3,443,11,Loyal Customers
CUST-01142,Vanessa Santiago,6,14,291802.76,5,5,5,555,15,Champions
CUST-01143,Joseph Haynes,147,13,93609.59,2,4,3,243,9,At Risk
CUST-01144,Matthew Wright,228,4,20823.4,2,2,2,222,6,Lost Customers
CUST-01145,Michael Cruz,3,5,118558.80999999998,5,3,3,533,11,Loyal Customers
CUST-01146,Kristin Huerta,108,12,216704.83000000002,2,4,4,244,10,At Risk
CUST-01147,Mason Moore,397,2,125648.6,1,1,4,114,6,Needs Attention
CUST-01148,Sarah Booth,13,3,25785.26,5,2,2,522,9,New Customers
CUST-01149,John Allen,290,2,21276.73,1,1,2,112,4,Lost Customers
CUST-01150,Amber Walker,35,4,17293.42,4,2,1,421,7,New Customers
CUST-01151,Jennifer Young,211,2,17074.32,2,1,1,211,4,Lost Customers
CUST-01152,Robert West,33,5,287312.58999999997,4,3,5,435,12,Loyal Customers
CUST-01153,Jillian Wilson,13,6,65885.6,5,3,3,533,11,Loyal Customers
CUST-01154,Matthew Garcia MD,209,3,87356.89,2,2,3,223,7,Needs Attention
CUST-01155,April Davis,99,2,42709.47,3,1,2,312,6,Needs Attention
CUST-01157,Christine Powers,241,3,68389.47,2,2,3,223,7,Needs Attention
CUST-01158,Heidi Brown,393,2,26267.84,1,1,2,112,4,Lost Customers
CUST-01159,Jesse Castro,15,2,13311.52,5,1,1,511,7,New Customers
CUST-01160,Kara Sandoval,4,8,81101.16,5,4,3,543,12,Loyal Customers
CUST-01161,Ashley Malone,196,4,18723.11,2,2,1,221,5,Lost Customers
CUST-01162,Glenn Gallegos,177,7,77420.70999999999,2,3,3,233,8,At Risk
CUST-01163,Dorothy Boyd,264,4,44691.86,1,2,2,122,5,Lost Customers
CUST-01164,Amber Martin,47,3,95254.09999999999,4,2,3,423,9,New Customers
CUST-01165,Mitchell Griffith,1,19,311972.89999999997,5,5,5,555,15,Champions
CUST-01166,Levi Lopez,325,2,6912.129999999999,1,1,1,111,3,Lost Customers
CUST-01167,Jenna Bryant,172,6,158340.64,2,3,4,234,9,At Risk
CUST-01168,Michelle Rodriguez,583,1,834.3,1,1,1,111,3,Lost Customers
CUST-01169,Timothy Monroe,51,4,169539.74,3,2,4,324,9,Potential Loyalists
CUST-01170,Patricia Hayes,112,5,65018.829999999994,2,3,3,233,8,At Risk
CUST-01171,Tina Taylor,179,1,3743.96,2,1,1,211,4,Lost Customers
CUST-01172,Mr. Anthony Mcconnell PhD,145,3,69059.33,2,2,3,223,7,Needs Attention
CUST-01173,Mr. Thomas Thompson,143,6,35731.33,2,3,2,232,7,Needs Attention
CUST-01174,Monica Anderson,19,5,86510.95,4,3,3,433,10,Loyal Customers
CUST-01175,Kyle Andrade,41,16,192613.14,4,5,4,454,13,Champions
CUST-01176,Janice Petty,20,15,226868.04,4,5,4,454,13,Champions
CUST-01177,Pamela Hill,11,7,37714.75,5,3,2,532,10,Needs Attention
CUST-01178,Tracy Chavez,7,38,363677.91,5,5,5,555,15,Champions
CUST-01179,Jason Graves,41,2,23694.59,4,1,2,412,7,New Customers
CUST-01180,Elizabeth Miles,112,4,225379.08,2,2,4,224,8,Needs Attention
CUST-01181,Michelle Walls,260,1,578.29,1,1,1,111,3,Lost Customers
CUST-01182,Christina Weber,51,5,80067.55,3,3,3,333,9,Loyal Customers
CUST-01183,Gregory Chambers,12,18,330730.8,5,5,5,555,15,Champions
CUST-01184,Miss Tina Gordon,134,3,13964.89,2,2,1,221,5,Lost Customers
CUST-01185,Erica Wilson,11,29,326908.81,5,5,5,555,15,Champions
CUST-01187,Jennifer Adkins,3,32,605280.92,5,5,5,555,15,Champions
CUST-01188,Donna Boone,202,3,11864.05,2,2,1,221,5,Lost Customers
CUST-01189,Kelly Johnson,97,1,18118.6,3,1,1,311,5,Needs Attention
CUST-01190,Michael Gonzalez,109,8,230281.3,2,4,4,244,10,At Risk
CUST-01191,Candace Mitchell,51,6,91480.62999999999,3,3,3,333,9,Loyal Customers
CUST-01192,Ryan Vaughn,644,1,25787.48,1,1,2,112,4,Lost Customers
CUST-01193,Paul Johnson,231,5,62752.62,2,3,3,233,8,At Risk
CUST-01194,Ashley Parrish,13,14,597946.75,5,5,5,555,15,Champions
CUST-01195,Sharon Newton,46,5,64015.51,4,3,3,433,10,Loyal Customers
CUST-01196,Cynthia Mueller,340,4,73565.97,1,2,3,123,6,Needs Attention
CUST-01197,Donna Beck,206,6,147483.49,2,3,4,234,9,At Risk
CUST-01198,Jasmine Frye,103,6,46488.740000000005,2,3,2,232,7,Needs Attention
CUST-01199,Emily Arnold,123,3,48287.899999999994,2,2,2,222,6,Lost Customers
CUST-01200,David Oliver,6,5,84417.18,5,3,3,533,11,Loyal Customers
CUST-01201,Sheila Greer,37,4,27249.269999999997,4,2,2,422,8,New Customers
CUST-01202,Michele Holland,100,4,139565.66999999998,2,2,4,224,8,Needs Attention
CUST-01203,Kimberly Morrison,22,6,37241.86,4,3,2,432,9,Needs Attention
CUST-01204,Tracey Phillips,385,2,25838.33,1,1,2,112,4,Lost Customers
CUST-01205,Michael Lopez,204,4,101429.64,2,2,3,223,7,Needs Attention
CUST-01206,Jose Bennett,185,7,35626.69,2,3,2,232,7,Needs Attention
CUST-01207,Justin Anderson,64,3,14289.52,3,2,1,321,6,Needs Attention
CUST-01208,Dawn Rivera,19,7,22440.059999999998,4,3,2,432,9,Needs Attention
CUST-01209,Brittney Hernandez,172,3,17357.55,2,2,1,221,5,Lost Customers
CUST-01210,Anthony Randolph,42,43,731067.99,4,5,5,455,14,Champions
CUST-01211,Mary Henry,184,6,50618.44,2,3,2,232,7,Needs Attention
CUST-01212,Heather Bowers,105,17,238182.11,2,5,4,254,11,At Risk
CUST-01213,Daniel White,52,9,152378.19,3,4,4,344,11,Loyal Customers
CUST-01215,Anna Walker,27,7,25932.809999999998,4,3,2,432,9,Needs Attention
CUST-01216,Gary Ward,10,30,656623.25,5,5,5,555,15,Champions
CUST-01217,Paul Moreno,2,10,416757.47,5,4,5,545,14,Champions
CUST-01218,Unknown Customer,39,13,177992.79,4,4,4,444,12,Champions
CUST-01219,Jill Conway,15,22,307373.52,5,5,5,555,15,Champions
CUST-01220,Lisa Haley,145,3,51708.310000000005,2,2,2,222,6,Lost Customers
CUST-01221,Erica Moon,20,3,95838.11,4,2,3,423,9,New Customers
CUST-01222,Janice Fernandez,378,6,48980.009999999995,1,3,2,132,6,Needs Attention
CUST-01223,Thomas Short,45,4,17728.78,4,2,1,421,7,New Customers
CUST-01224,Robert Griffin,12,15,504611.83,5,5,5,555,15,Champions
CUST-01225,Steven Lee,7,18,439481.88,5,5,5,555,15,Champions
CUST-01226,Tiffany Jackson,18,2,12981.93,5,1,1,511,7,New Customers
CUST-01227,Kimberly Smith,105,3,75272.61,2,2,3,223,7,Needs Attention
CUST-01228,Michael Ayala,20,7,55049.69,4,3,2,432,9,Needs Attention
CUST-01229,Jessica Garcia,88,5,40124.84,3,3,2,332,8,Needs Attention
CUST-01230,Michele Cherry,24,18,344440.33999999997,4,5,5,455,14,Champions
CUST-01231,Maria Case,15,6,167403.93,5,3,4,534,12,Loyal Customers
CUST-01232,Brittany Stevens,149,14,189357.08000000002,2,5,4,254,11,At Risk
CUST-01233,Brandon Brown,362,1,44503.01,1,1,2,112,4,Lost Customers
CUST-01234,Kristin Andrews,35,6,43122.17,4,3,2,432,9,Needs Attention
CUST-01235,David Hughes,44,5,170551.56,4,3,4,434,11,Loyal Customers
CUST-01236,Jessica Smith,25,11,236981.71,4,4,4,444,12,Champions
CUST-01238,Nicole Richards,286,2,12829.58,1,1,1,111,3,Lost Customers
CUST-01239,Angel Reilly,63,11,103904.81999999999,3,4,3,343,10,Loyal Customers
CUST-01240,Richard Turner,206,2,42913.34,2,1,2,212,5,Lost Customers
CUST-01241,Preston Kim,106,3,10238.77,2,2,1,221,5,Lost Customers
CUST-01243,Brandy Myers,540,4,85480.48000000001,1,2,3,123,6,Needs Attention
CUST-01244,Kimberly Choi,43,5,119604.72,4,3,4,434,11,Loyal Customers
CUST-01245,Michael Sloan,100,7,274642.24,2,3,5,235,10,At Risk
CUST-01246,Monica Brooks,673,1,112276.04,1,1,3,113,5,Needs Attention
CUST-01247,Kristen Peters,263,4,54192.28999999999,1,2,2,122,5,Lost Customers
CUST-01248,Aaron Carlson,10,5,57133.57,5,3,3,533,11,Loyal Customers
CUST-01249,Theresa Torres,102,2,23504.370000000003,2,1,2,212,5,Lost Customers
CUST-01250,Stephanie Cooper,4,79,1249998.79,5,5,5,555,15,Champions
CUST-01251,Matthew Hunt,361,1,885.63,1,1,1,111,3,Lost Customers
CUST-01252,Daniel Davenport,178,5,82375.2,2,3,3,233,8,At Risk
CUST-01253,Christopher Marsh,613,1,7721.21,1,1,1,111,3,Lost Customers
CUST-01254,Sarah Randolph,340,2,18981.04,1,1,1,111,3,Lost Customers
CUST-01255,Julia Dunn MD,73,11,209301.13999999998,3,4,4,344,11,Loyal Customers
CUST-01256,Brett Swanson,37,4,89850.87,4,2,3,423,9,New Customers
CUST-01257,Mr. Carl Rios,1,81,1277508.96,5,5,5,555,15,Champions
CUST-01258,Manuel Mccullough,417,1,11051.35,1,1,1,111,3,Lost Customers
CUST-01259,Jerry Jensen,420,1,921.29,1,1,1,111,3,Lost Customers
CUST-01260,Kevin Cunningham,10,8,221946.41,5,4,4,544,13,Champions
CUST-01261,Eugene Patterson,53,8,110829.77,3,4,3,343,10,Loyal Customers
CUST-01262,David Walker,65,4,60034.97,3,2,3,323,8,Potential Loyalists
CUST-01263,Jessica Larsen,14,3,103511.28,5,2,3,523,10,New Customers
CUST-01264,Nicholas Humphrey,281,1,4010.86,1,1,1,111,3,Lost Customers
CUST-01265,Ian Torres,27,21,367459.87,4,5,5,455,14,Champions
CUST-01266,Casey Obrien,253,1,2704.19,1,1,1,111,3,Lost Customers
CUST-01267,Shannon Taylor,117,2,48860.76,2,1,2,212,5,Lost Customers
CUST-01268,Deborah Mercado,53,3,11241.119999999999,3,2,1,321,6,Needs Attention
CUST-01269,Bernard Smith,17,4,15291.45,5,2,1,521,8,New Customers
CUST-01270,Amanda Perkins,406,1,1720.56,1,1,1,111,3,Lost Customers
CUST-01271,Kevin Escobar,12,6,27610.67,5,3,2,532,10,Needs Attention
CUST-01273,Reginald Diaz,17,15,241563.34,5,5,4,554,14,Champions
CUST-01275,John Dixon,92,5,53880.69,3,3,2,332,8,Needs Attention
CUST-01276,Jonathan Bates,115,17,426678.23,2,5,5,255,12,At Risk
CUST-01277,Renee Mendez,39,9,82647.96,4,4,3,443,11,Loyal Customers
CUST-01278,Jose Griffin,106,4,11815.11,2,2,1,221,5,Lost Customers
CUST-01279,Travis Hopkins,189,3,16210.26,2,2,1,221,5,Lost Customers
CUST-01280,Nancy Webb,205,3,19051.03,2,2,1,221,5,Lost Customers
CUST-01281,Daniel Freeman,69,4,33826.52,3,2,2,322,7,Needs Attention
CUST-01282,Jacob Williams,5,93,1839155.16,5,5,5,555,15,Champions
CUST-01283,Terry Ward,100,10,312055.04,2,4,5,245,11,At Risk
CUST-01284,Jesse Williams,104,6,72830.93,2,3,3,233,8,At Risk
CUST-01285,Mrs. Michele Boyd,25,9,179909.8,4,4,4,444,12,Champions
CUST-01287,Unknown Customer,89,2,8168.32,3,1,1,311,5,Needs Attention
CUST-01288,Matthew Houston,83,7,216505.54,3,3,4,334,10,Loyal Customers
CUST-01289,Jamie Solomon,3,37,494055.05000000005,5,5,5,555,15,Champions
CUST-01290,Heather Parrish,684,2,11229.220000000001,1,1,1,111,3,Lost Customers
CUST-01291,Mr. Larry Shaw,56,6,53875.26,3,3,2,332,8,Needs Attention
CUST-01292,Christopher Jones,474,1,20188.79,1,1,1,111,3,Lost Customers
CUST-01293,Christine Lopez,21,5,39776.48,4,3,2,432,9,Needs Attention
CUST-01294,Mitchell Wilson,25,2,6426.47,4,1,1,411,6,New Customers
CUST-01295,Robert Cortez,431,4,262694.72,1,2,5,125,8,Needs Attention
CUST-01296,Mr. Daniel Martin,35,14,389728.47,4,5,5,455,14,Champions
CUST-01297,Alison Williams,431,2,42743.83,1,1,2,112,4,Lost Customers
CUST-01298,Candace Soto,68,9,194836.09,3,4,4,344,11,Loyal Customers
CUST-01299,Kenneth Brown,55,8,119091.45,3,4,4,344,11,Loyal Customers
CUST-01300,Christopher Mullen,83,21,348348.43,3,5,5,355,13,Loyal Customers
CUST-01301,Kristy Smith,327,2,59068.42,1,1,3,113,5,Needs Attention
CUST-01302,Mary Campbell,64,7,184972.58000000002,3,3,4,334,10,Loyal Customers
CUST-01303,Jerry Haney,79,1,511.55,3,1,1,311,5,Needs Attention
CUST-01304,Carolyn Greer,3,88,1153619.1199999999,5,5,5,555,15,Champions
CUST-01305,Rebecca Hoover,4,25,373297.88,5,5,5,555,15,Champions
CUST-01306,Matthew Baker,70,3,39545.86,3,2,2,322,7,Needs Attention
CUST-01307,Grace Chavez,18,15,229882.03,5,5,4,554,14,Champions
CUST-01308,Crystal Cruz,251,4,201681.83,1,2,4,124,7,Needs Attention
CUST-01309,Dale Heath,62,7,90439.66,3,3,3,333,9,Loyal Customers
CUST-01310,Jennifer Hernandez,48,3,43332.3,3,2,2,322,7,Needs Attention
CUST-01311,John Mendez,44,19,364604.5,4,5,5,455,14,Champions
CUST-01312,Richard Gordon,23,2,37893.25,4,1,2,412,7,New Customers
CUST-01313,John Anderson,13,9,131366.49,5,4,4,544,13,Champions
CUST-01314,Samantha Prince,105,17,310315.26,2,5,5,255,12,At Risk
CUST-01315,Marie Boyd,281,7,77503.85,1,3,3,133,7,At Risk
CUST-01317,Robert Clarke,92,4,50656.75,3,2,2,322,7,Needs Attention
CUST-01318,Unknown Customer,1,1,28854.26,5,1,2,512,8,New Customers
CUST-01319,Melissa Davis,446,1,1879.78,1,1,1,111,3,Lost Customers
CUST-01320,John Hall,318,2,9192.76,1,1,1,111,3,Lost Customers
CUST-01321,Diane Mcdowell,27,25,492779.16,4,5,5,455,14,Champions
CUST-01322,Colin Fletcher,68,7,113639.65,3,3,3,333,9,Loyal Customers
CUST-01323,Laura Wilson,344,4,197106.77,1,2,4,124,7,Needs Attention
CUST-01324,Matthew Watts,2,6,153972.1,5,3,4,534,12,Loyal Customers
CUST-01325,Jack Moore,324,6,78518.53,1,3,3,133,7,At Risk
