Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Quantity,Sales,Discount,Profit,Region,State,City,Payment_Mode,Shipping_Mode,Year,Month,Month_Name,Quarter,Day_of_Week,Profit_Margin,Unit_Price
ORD-036156,2022-03-06,CUST-01841,Patricia Schwartz,PROD-00153,Winterwear If Lite,Clothing,Winterwear,1,836.11,0.0,198.3,West,Maharashtra,Pune,UPI,Standard,2022,3,Mar,1,Sunday,0.2372,836.11
ORD-016115,2022-11-14,CUST-03181,Rebecca Roberts,PROD-00068,Tables Natural Pro,Furniture,Tables,1,25482.83,0.1,-168.94,South,Karnataka,Mangaluru,UPI,Same Day,2022,11,Nov,4,Monday,-0.0066,25482.83
ORD-025862,2023-06-02,CUST-00513,Allison Spencer,PROD-00203,Labels Than Plus,Office Supplies,Labels,1,445.99,0.0,99.02,North,Uttar Pradesh,Lucknow,Credit Card,Express,2023,6,Jun,2,Friday,0.222,445.99
ORD-011049,2022-03-23,CUST-01099,Stephen Cowan,PROD-00289,Outdoor Could Classic,Sports,Outdoor,1,2130.41,0.15,183.7,East,West Bengal,Siliguri,Cash on Delivery,Standard,2022,3,Mar,1,Wednesday,0.0862,2130.41
ORD-026836,2022-02-03,CUST-00755,Dana Hopkins,PROD-00074,Tables Military Elite,Furniture,Tables,3,73344.63,0.15,-1065.72,North,Delhi,Dwarka,Cash on Delivery,Standard,2022,2,Feb,1,Thursday,-0.0145,24448.21
ORD-008055,2022-09-19,CUST-00513,Allison Spencer,PROD-00214,Cookware Simply Pro,Home & Kitchen,Cookware,3,7653.88,0.15,342.09,North,Uttar Pradesh,Noida,UPI,Standard,2022,9,Sep,3,Monday,0.0447,2551.29
ORD-020633,2023-12-07,CUST-00020,Carla Gray,PROD-00088,Bookcases Carry Classic,Furniture,Bookcases,1,20474.5,0.1,679.46,West,Rajasthan,Jodhpur,UPI,Standard,2023,12,Dec,4,Thursday,0.0332,20474.5
ORD-008995,2022-05-18,CUST-02855,Gregory Jacobs,PROD-00318,Cycling Yard Lite,Sports,Cycling,1,1634.37,0.0,306.69,West,Maharashtra,Mumbai,Wallet,Standard,2022,5,May,2,Wednesday,0.1877,1634.37
ORD-035170,2022-12-24,CUST-03522,Brianna Martin,PROD-00048,Accessories Shake Lite,Electronics,Accessories,1,25539.18,0.2,-141.73,East,West Bengal,Kolkata,UPI,Same Day,2022,12,Dec,4,Saturday,-0.0055,25539.18
ORD-033944,2023-07-15,CUST-03042,Tanner Holmes,PROD-00039,Cameras Floor Elite,Electronics,Cameras,3,124582.89,0.0,12469.35,East,West Bengal,Siliguri,Net Banking,Standard,2023,7,Jul,3,Saturday,0.1001,41527.63
ORD-026226,2022-08-26,CUST-03893,Elizabeth Marks,PROD-00307,Team Sports Sell Lite,Sports,Team Sports,1,4275.51,0.0,886.19,South,Karnataka,Unknown,Debit Card,Standard,2022,8,Aug,3,Friday,0.2073,4275.51
ORD-004856,2022-03-18,CUST-02218,Jessica Garrett,PROD-00078,Tables Cold Plus,Furniture,Tables,1,3702.71,0.0,394.73,North,Delhi,New Delhi,Credit Card,Express,2022,3,Mar,1,Friday,0.1066,3702.71
ORD-019942,2023-02-01,CUST-04060,Charles Sanchez,PROD-00102,Furnishings Affect Plus,Furniture,Furnishings,1,19304.07,0.15,-2643.7,South,Telangana,Warangal,UPI,Standard,2023,2,Feb,1,Wednesday,-0.137,19304.07
ORD-041904,2022-08-10,CUST-02195,Mark Warren IV,PROD-00273,Fitness General Elite,Sports,Fitness,3,20929.38,0.0,3939.71,West,Gujarat,Vadodara,Credit Card,Express,2022,8,Aug,3,Wednesday,0.1882,6976.46
ORD-038358,2023-04-23,CUST-02822,Christy Kennedy,PROD-00210,Labels Camera Lite,Office Supplies,Labels,1,421.78,0.05,82.39,South,Telangana,Warangal,Net Banking,Standard,2023,4,Apr,2,Sunday,0.1953,421.78
ORD-018917,2022-06-23,CUST-03947,Paula Caldwell,PROD-00139,Footwear Poor Lite,Clothing,Footwear,1,1563.16,0.05,250.38,West,Maharashtra,Mumbai,UPI,Standard,2022,6,Jun,2,Thursday,0.1602,1563.16
ORD-031039,2023-06-15,CUST-00594,Randy Smith,PROD-00254,Storage Former Plus,Home & Kitchen,Storage,3,10394.56,0.15,757.42,East,Bihar,Gaya,Net Banking,Economy,2023,6,Jun,2,Thursday,0.0729,3464.85
ORD-008306,2023-09-22,CUST-00589,Dale Ryan,PROD-00048,Accessories Shake Lite,Electronics,Accessories,1,31923.98,0.0,2802.66,West,Gujarat,Vadodara,UPI,Standard,2023,9,Sep,3,Friday,0.0878,31923.98
ORD-023530,2022-10-27,CUST-02572,Erin Ramirez,PROD-00010,Mobiles Truth Classic,Electronics,Mobiles,3,109451.74,0.15,-401.69,North,Delhi,Dwarka,UPI,Express,2022,10,Oct,4,Thursday,-0.0037,36483.91
ORD-034042,2022-11-16,CUST-00846,Breanna Ayala,PROD-00256,Storage Write Max,Home & Kitchen,Storage,2,13031.89,0.05,906.64,North,Uttar Pradesh,Lucknow,Credit Card,Standard,2022,11,Nov,4,Wednesday,0.0696,6515.94
ORD-023407,2022-08-17,CUST-03744,Keith Wright,PROD-00130,Kids Care Lite,Clothing,Kids,1,2080.28,0.05,317.8,South,Telangana,Hyderabad,Debit Card,Standard,2022,8,Aug,3,Wednesday,0.1528,2080.28
ORD-022998,2022-08-09,CUST-01130,James Rivers,PROD-00071,Tables Suggest Plus,Furniture,Tables,4,109207.48,0.0,6514.16,East,West Bengal,Kolkata,UPI,Standard,2022,8,Aug,3,Tuesday,0.0596,27301.87
ORD-003309,2023-09-16,CUST-00513,Allison Spencer,PROD-00284,Outdoor Production Pro,Sports,Outdoor,1,972.48,0.05,162.47,North,Punjab,Chandigarh,Debit Card,Express,2023,9,Sep,3,Saturday,0.1671,972.48
ORD-037113,2023-12-07,CUST-02850,Kristen Jackson,PROD-00289,Outdoor Could Classic,Sports,Outdoor,1,2130.41,0.15,265.8,West,Rajasthan,Jaipur,Debit Card,Express,2023,12,Dec,4,Thursday,0.1248,2130.41
ORD-016731,2022-07-19,CUST-02030,Marco Davis,PROD-00121,Women Fast Max,Clothing,Women,2,5588.8,0.15,350.8,South,Telangana,Warangal,Credit Card,Standard,2022,7,Jul,3,Tuesday,0.0628,2794.4
ORD-013425,2022-08-27,CUST-02698,Brittany Clements MD,PROD-00102,Furnishings Affect Plus,Furniture,Furnishings,1,21575.14,0.05,784.03,East,West Bengal,Howrah,Credit Card,Same Day,2022,8,Aug,3,Saturday,0.0363,21575.14
ORD-007830,2023-06-27,CUST-03116,Debra Jackson,PROD-00272,Fitness Trip Pro,Sports,Fitness,1,5884.08,0.1,558.83,East,West Bengal,Howrah,Wallet,Standard,2023,6,Jun,2,Tuesday,0.095,5884.08
ORD-024554,2022-08-11,CUST-02261,Jason Mack,PROD-00006,Mobiles Chair Lite,Electronics,Mobiles,1,9563.11,0.1,342.48,South,Telangana,Hyderabad,Debit Card,Express,2022,8,Aug,3,Thursday,0.0358,9563.11
ORD-040543,2022-05-25,CUST-00197,Daniel Salinas,PROD-00006,Mobiles Chair Lite,Electronics,Mobiles,3,31877.04,0.0,3470.91,South,Telangana,Nizamabad,UPI,Express,2022,5,May,2,Wednesday,0.1089,10625.68
ORD-039745,2023-10-12,CUST-01375,William Moon IV,PROD-00057,Chairs As Max,Furniture,Chairs,1,3352.84,0.2,-142.6,West,Maharashtra,Pune,UPI,Economy,2023,10,Oct,4,Thursday,-0.0425,3352.84
ORD-008154,2022-09-01,CUST-00727,Christian Dawson,PROD-00161,Paper Maintain Plus,Office Supplies,Paper,1,760.86,0.2,-6.41,North,Delhi,Dwarka,Debit Card,Economy,2022,9,Sep,3,Thursday,-0.0084,760.86
ORD-036556,2022-03-17,CUST-00530,Angel May,PROD-00220,Cookware Fear Plus,Home & Kitchen,Cookware,1,8713.34,0.15,181.9,South,Tamil Nadu,Coimbatore,Credit Card,Same Day,2022,3,Mar,1,Thursday,0.0209,8713.34
ORD-000370,2022-03-09,CUST-00776,Christopher Moore,PROD-00206,Labels Cup Pro,Office Supplies,Labels,2,116.05,0.2,-7.65,West,Gujarat,Vadodara,Debit Card,Standard,2022,3,Mar,1,Wednesday,-0.0659,58.02
ORD-023432,2022-05-04,CUST-02012,Jill Spencer,PROD-00158,Paper Beat Pro,Office Supplies,Paper,1,1724.37,0.1,185.21,East,Bihar,Patna,UPI,Standard,2022,5,May,2,Wednesday,0.1074,1724.37
ORD-026283,2023-06-17,CUST-00417,Gwendolyn Klein,PROD-00069,Tables Yes Plus,Furniture,Tables,4,13391.32,0.1,-123.65,South,Karnataka,Bengaluru,UPI,Economy,2023,6,Jun,2,Saturday,-0.0092,3347.83
ORD-017091,2023-12-26,CUST-02507,Joshua Mendoza,PROD-00203,Labels Than Plus,Office Supplies,Labels,1,445.99,0.0,60.05,South,Tamil Nadu,Chennai,Debit Card,Standard,2023,12,Dec,4,Tuesday,0.1346,445.99
ORD-028887,2022-05-23,CUST-02795,Colton Williams,PROD-00263,Lighting Long Elite,Home & Kitchen,Lighting,1,1417.48,0.3,-61.92,West,Maharashtra,Unknown,Credit Card,Express,2022,5,May,2,Monday,-0.0437,1417.48
ORD-008342,2023-11-11,CUST-02988,Erica Johnson,PROD-00037,Cameras Including Plus,Electronics,Cameras,2,36707.83,0.05,2128.98,South,Karnataka,Mysuru,Debit Card,Standard,2023,11,Nov,4,Saturday,0.058,18353.92
ORD-013905,2023-09-05,CUST-03018,Christopher Patterson,PROD-00176,Binders Seek Elite,Office Supplies,Binders,3,1145.28,0.2,4.85,East,Odisha,Cuttack,Net Banking,Standard,2023,9,Sep,3,Tuesday,0.0042,381.76
ORD-032572,2023-04-04,CUST-03869,Karen Goodman,PROD-00151,Winterwear Up Max,Clothing,Winterwear,5,18302.9,0.0,4845.44,West,Rajasthan,Jodhpur,UPI,Economy,2023,4,Apr,2,Tuesday,0.2647,3660.58
ORD-033461,2023-02-17,CUST-00727,Christian Dawson,PROD-00275,Fitness Me Pro,Sports,Fitness,5,21186.7,0.0,4484.33,West,Rajasthan,Jodhpur,Credit Card,Same Day,2023,2,Feb,1,Friday,0.2117,4237.34
ORD-008495,2022-09-19,CUST-00906,Johnathan Brown,PROD-00128,Kids Day Elite,Clothing,Kids,1,3310.46,0.05,486.19,West,Rajasthan,Jaipur,UPI,Standard,2022,9,Sep,3,Monday,0.1469,3310.46
ORD-018168,2023-01-07,CUST-00307,Edward Burgess,PROD-00029,Headphones Include Max,Electronics,Headphones,3,108468.75,0.0,11421.01,South,Tamil Nadu,Madurai,UPI,Standard,2023,1,Jan,1,Saturday,0.1053,36156.25
ORD-000622,2023-03-03,CUST-04160,Sarah Mueller,PROD-00291,Outdoor Position Max,Sports,Outdoor,1,508.11,0.05,46.58,West,Gujarat,Vadodara,Wallet,Economy,2023,3,Mar,1,Friday,0.0917,508.11
ORD-000647,2022-04-22,CUST-01791,Christopher Jones,PROD-00186,Art About Lite,Office Supplies,Art,3,4500.79,0.1,358.81,North,Punjab,Amritsar,UPI,Economy,2022,4,Apr,2,Friday,0.0797,1500.26
ORD-013944,2022-05-20,CUST-02164,Tammy Williams MD,PROD-00124,Women Participant Elite,Clothing,Women,1,495.03,0.3,-21.67,South,Karnataka,Mangaluru,UPI,Standard,2022,5,May,2,Friday,-0.0438,495.03
ORD-007606,2023-01-26,CUST-02812,Willie Garza,PROD-00094,Storage Surface Elite,Furniture,Storage,5,100855.85,0.0,8194.96,South,Karnataka,Mysuru,Credit Card,Express,2023,1,Jan,1,Thursday,0.0813,20171.17
ORD-037605,2022-06-15,CUST-00866,Antonio Mccormick,PROD-00141,Footwear Tax Lite,Clothing,Footwear,1,3281.89,0.15,372.26,East,Odisha,Rourkela,UPI,Same Day,2022,6,Jun,2,Wednesday,0.1134,3281.89
ORD-004087,2022-01-20,CUST-03691,Brenda Harvey,PROD-00072,Tables Direction Elite,Furniture,Tables,2,15833.18,0.0,1555.9,North,Punjab,Ludhiana,Cash on Delivery,Standard,2022,1,Jan,1,Thursday,0.0983,7916.59
ORD-001558,2022-09-13,CUST-03927,Rebecca Blake,PROD-00130,Kids Care Lite,Clothing,Kids,4,8759.08,0.0,1722.42,South,Telangana,Hyderabad,Credit Card,Standard,2022,9,Sep,3,Tuesday,0.1966,2189.77
ORD-035348,2022-01-01,CUST-01393,Jennifer Vaughn,PROD-00030,Headphones Marriage Elite,Electronics,Headphones,3,12019.45,0.05,180.97,South,Telangana,Warangal,UPI,Standard,2022,1,Jan,1,Saturday,0.0151,4006.48
ORD-007417,2022-06-05,CUST-03706,Andrea Butler,PROD-00124,Women Participant Elite,Clothing,Women,2,1414.38,0.0,330.49,North,Punjab,Chandigarh,Credit Card,Economy,2022,6,Jun,2,Sunday,0.2337,707.19
ORD-009556,2023-07-25,CUST-03259,Dustin Harris,PROD-00249,Storage One Max,Home & Kitchen,Storage,1,8104.59,0.3,-1237.4,West,Gujarat,Vadodara,UPI,Standard,2023,7,Jul,3,Tuesday,-0.1527,8104.59
ORD-030260,2022-08-18,CUST-03987,Katie Alvarez,PROD-00304,Team Sports Arrive Elite,Sports,Team Sports,1,3645.75,0.3,-115.12,West,Rajasthan,Udaipur,Debit Card,Standard,2022,8,Aug,3,Thursday,-0.0316,3645.75
ORD-026127,2023-04-24,CUST-02992,Debra Reid,PROD-00094,Storage Surface Elite,Furniture,Storage,1,16136.94,0.2,-1309.05,North,Punjab,Ludhiana,Credit Card,Express,2023,4,Apr,2,Monday,-0.0811,16136.94
ORD-001228,2022-01-08,CUST-01756,Casey Campbell,PROD-00263,Lighting Long Elite,Home & Kitchen,Lighting,1,1822.47,0.1,158.98,South,Tamil Nadu,Chennai,Wallet,Express,2022,1,Jan,1,Saturday,0.0872,1822.47
ORD-013643,2023-07-03,CUST-01054,Robert Torres,PROD-00184,Art Dog Elite,Office Supplies,Art,1,2089.51,0.05,276.29,North,Punjab,Ludhiana,Cash on Delivery,Standard,2023,7,Jul,3,Monday,0.1322,2089.51
ORD-025730,2022-08-26,CUST-02400,Robert Watkins,PROD-00120,Women Stop Classic,Clothing,Women,4,8723.17,0.05,1349.01,East,Odisha,Bhubaneswar,Wallet,Express,2022,8,Aug,3,Friday,0.1546,2180.79
ORD-036788,2022-04-14,CUST-00061,Victoria Garcia,PROD-00136,Kids Drop Max,Clothing,Kids,1,1047.09,0.3,-37.69,South,Telangana,Hyderabad,Credit Card,Economy,2022,4,Apr,2,Thursday,-0.036,1047.09
ORD-005115,2022-09-27,CUST-00431,Maria Henderson,PROD-00129,Kids Week Classic,Clothing,Kids,1,309.43,0.05,60.26,North,Delhi,New Delhi,Wallet,Standard,2022,9,Sep,3,Tuesday,0.1947,309.43
ORD-022582,2022-12-24,CUST-02570,Dan Johnson,PROD-00231,Appliances Democratic Pro,Home & Kitchen,Appliances,2,15391.7,0.2,-828.58,South,Karnataka,Bengaluru,Cash on Delivery,Standard,2022,12,Dec,4,Saturday,-0.0538,7695.85
ORD-031396,2023-05-15,CUST-01500,Ethan Frey,PROD-00169,Binders Listen Elite,Office Supplies,Binders,2,284.81,0.05,37.81,East,Odisha,Cuttack,UPI,Standard,2023,5,May,2,Monday,0.1328,142.4
ORD-005750,2022-10-14,CUST-01862,John Zamora,PROD-00062,Chairs Season Classic,Furniture,Chairs,2,18668.88,0.1,155.58,West,Maharashtra,Nagpur,Net Banking,Express,2022,10,Oct,4,Friday,0.0083,9334.44
ORD-002386,2023-07-28,CUST-00357,Jesse Perry,PROD-00125,Women Student Classic,Clothing,Women,2,2286.72,0.0,617.8,South,Tamil Nadu,Chennai,UPI,Standard,2023,7,Jul,3,Friday,0.2702,1143.36
ORD-005873,2022-12-06,CUST-04168,Sharon Smith,PROD-00328,Apparel Gun Pro,Sports,Apparel,1,5010.25,0.0,995.46,West,Maharashtra,Mumbai,Debit Card,Economy,2022,12,Dec,4,Tuesday,0.1987,5010.25
ORD-017292,2022-01-26,CUST-01257,Mr. Carl Rios,PROD-00130,Kids Care Lite,Clothing,Kids,1,1861.3,0.15,202.19,West,Maharashtra,Mumbai,Credit Card,Standard,2022,1,Jan,1,Wednesday,0.1086,1861.3
ORD-004200,2023-10-23,CUST-02835,Joshua King,PROD-00081,Tables Foreign Pro,Furniture,Tables,1,22779.68,0.25,-3617.79,North,Uttar Pradesh,Lucknow,Unknown,Standard,2023,10,Oct,4,Monday,-0.1588,22779.68
ORD-010230,2023-09-26,CUST-01063,Stephanie Evans,PROD-00152,Winterwear Beyond Max,Clothing,Winterwear,2,2016.85,0.15,123.17,East,Bihar,Bhagalpur,Credit Card,Express,2023,9,Sep,3,Tuesday,0.0611,1008.42
ORD-012638,2022-08-04,CUST-04003,Michelle Howard,PROD-00278,Fitness Forward Max,Sports,Fitness,1,5039.48,0.05,795.91,North,Delhi,Dwarka,Credit Card,Standard,2022,8,Aug,3,Thursday,0.1579,5039.48
ORD-002532,2023-10-23,CUST-01599,Eddie Sanders,PROD-00080,Tables Professor Max,Furniture,Tables,1,4093.1,0.2,-575.48,North,Delhi,Rohini,Credit Card,Economy,2023,10,Oct,4,Monday,-0.1406,4093.1
ORD-036923,2023-01-07,CUST-03192,Kevin Miller,PROD-00157,Paper Fund Plus,Office Supplies,Paper,4,6786.92,0.0,1255.49,South,Tamil Nadu,Coimbatore,Net Banking,Same Day,2023,1,Jan,1,Saturday,0.185,1696.73
ORD-019025,2023-11-05,CUST-01952,Tyler Avila,PROD-00040,Cameras Themselves Lite,Electronics,Cameras,3,81746.76,0.0,11237.28,South,Tamil Nadu,Coimbatore,Wallet,Standard,2023,11,Nov,4,Sunday,0.1375,27248.92
ORD-005458,2022-09-09,CUST-02457,John Alvarado,PROD-00032,Headphones Experience Pro,Electronics,Headphones,2,22951.32,0.0,3217.94,South,Karnataka,Bengaluru,Cash on Delivery,Express,2022,9,Sep,3,Friday,0.1402,11475.66
ORD-015918,2022-04-20,CUST-04153,Jerry Hamilton,PROD-00276,Fitness Home Plus,Sports,Fitness,4,16646.72,0.0,2775.84,North,Uttar Pradesh,Kanpur,Debit Card,Express,2022,4,Apr,2,Wednesday,0.1667,4161.68
ORD-010312,2022-05-12,CUST-02017,Charles Morales,PROD-00102,Furnishings Affect Plus,Furniture,Furnishings,3,64725.41,0.05,1548.26,North,Uttar Pradesh,Lucknow,UPI,Standard,2022,5,May,2,Thursday,0.0239,21575.14
ORD-013986,2023-10-22,CUST-03061,Michael Brooks,PROD-00081,Tables Foreign Pro,Furniture,Tables,4,109342.44,0.1,1687.33,South,Tamil Nadu,Madurai,Credit Card,Standard,2023,10,Oct,4,Sunday,0.0154,27335.61
ORD-041758,2022-11-13,CUST-00197,Daniel Salinas,PROD-00131,Kids Fund Lite,Clothing,Kids,2,3319.96,0.1,486.84,South,Telangana,Warangal,Wallet,Standard,2022,11,Nov,4,Sunday,0.1466,1659.98
ORD-040354,2022-09-28,CUST-00079,Steve Sanchez,PROD-00005,Mobiles Tv Lite,Electronics,Mobiles,1,9564.38,0.1,107.15,East,Odisha,Bhubaneswar,Net Banking,Standard,2022,9,Sep,3,Wednesday,0.0112,9564.38
ORD-001906,2023-04-13,CUST-00359,Christian Leblanc,PROD-00177,Binders Character Plus,Office Supplies,Binders,2,3485.6,0.0,746.39,North,Uttar Pradesh,Kanpur,UPI,Standard,2023,4,Apr,2,Thursday,0.2141,1742.8
ORD-027230,2023-11-12,CUST-02226,Nancy Larson,PROD-00083,Bookcases Present Max,Furniture,Bookcases,2,21053.4,0.15,-1098.89,South,Tamil Nadu,Coimbatore,Credit Card,Same Day,2023,11,Nov,4,Sunday,-0.0522,10526.7
ORD-001233,2023-08-21,CUST-02915,Sharon Fuentes,PROD-00010,Mobiles Truth Classic,Electronics,Mobiles,4,154520.1,0.1,5573.96,North,Uttar Pradesh,Kanpur,UPI,Standard,2023,8,Aug,3,Monday,0.0361,38630.02
ORD-036615,2023-09-09,CUST-00327,Brett Burns,PROD-00314,Cycling Civil Plus,Sports,Cycling,4,30849.56,0.0,7098.86,South,Karnataka,Mangaluru,Cash on Delivery,Standard,2023,9,Sep,3,Saturday,0.2301,7712.39
ORD-014091,2023-04-07,CUST-02541,Sara Cain,PROD-00251,Storage Phone Pro,Home & Kitchen,Storage,3,10302.15,0.1,580.79,South,Karnataka,Mysuru,UPI,Economy,2023,4,Apr,2,Friday,0.0564,3434.05
ORD-000944,2022-06-23,CUST-02291,Jody Bird,PROD-00048,Accessories Shake Lite,Electronics,Accessories,1,31923.98,0.0,6752.37,East,West Bengal,Kolkata,Net Banking,Economy,2022,6,Jun,2,Thursday,0.2115,31923.98
ORD-004160,2023-03-27,CUST-03930,Mary Copeland,PROD-00096,Storage Treat Lite,Furniture,Storage,2,35780.58,0.0,4494.11,South,Karnataka,Mysuru,Credit Card,Standard,2023,3,Mar,1,Monday,0.1256,17890.29
ORD-002001,2023-11-28,CUST-03488,Nicole Norton,PROD-00194,Supplies Step Max,Office Supplies,Supplies,1,1521.04,0.05,242.81,West,Gujarat,Vadodara,Credit Card,Same Day,2023,11,Nov,4,Tuesday,0.1596,1521.04
ORD-016952,2023-10-25,CUST-04009,Tiffany Hughes,PROD-00023,Headphones Personal Plus,Electronics,Headphones,3,47405.67,0.15,-4028.25,East,West Bengal,Kolkata,UPI,Standard,2023,10,Oct,4,Wednesday,-0.085,15801.89
ORD-023981,2022-09-26,CUST-02630,Karen Chambers,PROD-00167,Paper Exactly Plus,Office Supplies,Paper,1,794.11,0.05,90.42,East,Bihar,Patna,Debit Card,Standard,2022,9,Sep,3,Monday,0.1139,794.11
ORD-012224,2023-09-25,CUST-00382,Paul Wilson,PROD-00010,Mobiles Truth Classic,Electronics,Mobiles,1,38630.02,0.1,1107.42,South,Telangana,Hyderabad,Credit Card,Standard,2023,9,Sep,3,Monday,0.0287,38630.02
ORD-007403,2022-08-07,CUST-02151,Walter Hansen,PROD-00123,Women Grow Elite,Clothing,Women,4,5906.44,0.1,1386.89,South,Tamil Nadu,Madurai,UPI,Standard,2022,8,Aug,3,Sunday,0.2348,1476.61
ORD-036546,2022-11-21,CUST-01054,Robert Torres,PROD-00192,Supplies Or Pro,Office Supplies,Supplies,4,8543.08,0.05,1426.79,North,Uttar Pradesh,Lucknow,Cash on Delivery,Express,2022,11,Nov,4,Monday,0.167,2135.77
ORD-024502,2022-09-21,CUST-01724,Samantha Howard,PROD-00318,Cycling Yard Lite,Sports,Cycling,5,6537.48,0.2,91.36,South,Karnataka,Bengaluru,UPI,Economy,2022,9,Sep,3,Wednesday,0.014,1307.5
ORD-029605,2022-08-07,CUST-03579,Rebecca Davis,PROD-00333,Apparel Offer Lite,Sports,Apparel,2,493.0,0.1,-63.08,South,Telangana,Warangal,Credit Card,Standard,2022,8,Aug,3,Sunday,-0.128,246.5
ORD-007564,2023-12-08,CUST-01739,Joshua Richardson,PROD-00115,Women Form Plus,Clothing,Women,2,5287.18,0.0,1182.25,South,Telangana,Warangal,Cash on Delivery,Standard,2023,12,Dec,4,Friday,0.2236,2643.59
ORD-024165,2023-07-19,CUST-04158,Jamie Johnson,PROD-00140,Footwear Economic Plus,Clothing,Footwear,4,12465.89,0.2,195.14,South,Telangana,Hyderabad,Credit Card,Standard,2023,7,Jul,3,Wednesday,0.0157,3116.47
ORD-010993,2022-02-24,CUST-01526,Kurt Wagner,PROD-00103,Furnishings Likely Plus,Furniture,Furnishings,1,10642.71,0.1,252.66,North,Uttar Pradesh,Noida,UPI,Express,2022,2,Feb,1,Thursday,0.0237,10642.71
ORD-015113,2022-08-15,CUST-00511,Rebecca Hicks,PROD-00309,Team Sports Model Plus,Sports,Team Sports,1,6101.78,0.05,911.51,East,West Bengal,Kolkata,Debit Card,Standard,2022,8,Aug,3,Monday,0.1494,6101.78
ORD-040631,2022-09-12,CUST-02589,Jonathan Moss,PROD-00173,Binders Strong Lite,Office Supplies,Binders,2,2609.26,0.0,513.6,North,Delhi,Dwarka,Credit Card,Standard,2022,9,Sep,3,Monday,0.1968,1304.63
ORD-023327,2022-09-16,CUST-01440,Unknown Customer,PROD-00229,Appliances Fire Pro,Home & Kitchen,Appliances,4,40841.41,0.05,3942.4,East,Bihar,Bhagalpur,UPI,Standard,2022,9,Sep,3,Friday,0.0965,10210.35
ORD-026279,2023-12-21,CUST-03162,Carol Thomas,PROD-00122,Women One Elite,Clothing,Women,3,7592.63,0.3,-887.16,South,Tamil Nadu,Coimbatore,Debit Card,Standard,2023,12,Dec,4,Thursday,-0.1168,2530.88
ORD-034068,2023-12-01,CUST-01085,Eugene Baldwin,PROD-00125,Women Student Classic,Clothing,Women,2,2058.05,0.1,262.87,North,Punjab,Unknown,UPI,Economy,2023,12,Dec,4,Friday,0.1277,1029.03
ORD-003716,2022-05-24,CUST-03651,Matthew Andrade,PROD-00231,Appliances Democratic Pro,Home & Kitchen,Appliances,1,8657.83,0.1,313.52,West,Rajasthan,Jodhpur,Debit Card,Express,2022,5,May,2,Tuesday,0.0362,8657.83
ORD-000891,2023-02-28,CUST-00886,Kenneth Sharp,PROD-00123,Women Grow Elite,Clothing,Women,5,7383.05,0.0,1442.01,South,Telangana,Warangal,UPI,Express,2023,2,Feb,1,Tuesday,0.1953,1476.61
ORD-038896,2023-12-12,CUST-04161,Gordon Hahn,PROD-00049,Accessories Money Plus,Electronics,Accessories,1,28460.17,0.15,-44.96,West,Rajasthan,Udaipur,Credit Card,Standard,2023,12,Dec,4,Tuesday,-0.0016,28460.17
ORD-006804,2023-03-10,CUST-01894,Manuel Diaz,PROD-00109,Men General Lite,Clothing,Men,4,4586.2,0.0,925.87,North,Uttar Pradesh,Kanpur,Credit Card,Express,2023,3,Mar,1,Friday,0.2019,1146.55
ORD-029684,2022-11-28,CUST-01330,Dawn Parker,PROD-00183,Art Employee Elite,Office Supplies,Art,5,9262.0,0.2,108.54,East,West Bengal,Howrah,Cash on Delivery,Standard,2022,11,Nov,4,Monday,0.0117,1852.4
ORD-023343,2023-05-07,CUST-01299,Kenneth Brown,PROD-00224,Cookware Land Max,Home & Kitchen,Cookware,2,8864.45,0.05,845.89,East,Bihar,Gaya,Debit Card,Standard,2023,5,May,2,Sunday,0.0954,4432.23
ORD-027784,2023-06-07,CUST-01851,Tracy Wells,PROD-00104,Furnishings Hope Classic,Furniture,Furnishings,4,69880.82,0.05,4685.14,South,Tamil Nadu,Madurai,Wallet,Standard,2023,6,Jun,2,Wednesday,0.067,17470.21
ORD-030074,2022-10-17,CUST-00443,Robert Harrison,PROD-00076,Tables Foot Elite,Furniture,Tables,2,33592.57,0.35,-6064.58,South,Telangana,Hyderabad,UPI,Standard,2022,10,Oct,4,Monday,-0.1805,16796.28
ORD-034710,2023-09-21,CUST-03922,Unknown Customer,PROD-00323,Apparel Here Max,Sports,Apparel,2,6460.22,0.4,-933.8,South,Tamil Nadu,Madurai,Cash on Delivery,Express,2023,9,Sep,3,Thursday,-0.1445,3230.11
ORD-039831,2022-04-09,CUST-01561,William Mason,PROD-00247,Storage Process Pro,Home & Kitchen,Storage,1,5098.59,0.05,594.1,North,Delhi,Rohini,UPI,Standard,2022,4,Apr,2,Saturday,0.1165,5098.59
ORD-040088,2023-03-22,CUST-04104,Joe Page,PROD-00283,Outdoor Agree Classic,Sports,Outdoor,1,2713.19,0.15,162.19,South,Tamil Nadu,Chennai,Credit Card,Express,2023,3,Mar,1,Wednesday,0.0598,2713.19
ORD-002266,2023-08-02,CUST-03352,Billy Wallace,PROD-00045,Accessories Customer Pro,Electronics,Accessories,1,14974.77,0.1,1424.97,South,Karnataka,Mysuru,Credit Card,Standard,2023,8,Aug,3,Wednesday,0.0952,14974.77
